City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
347,Mao,39.8885,4.2658,66.2,63,0,20.71,ES,clear sky
348,Narsaq,60.9167,-46.05,51.8,30,75,31.07,GL,light rain
349,Karratha,-20.7377,116.8463,80.19,61,0,4.94,AU,clear sky
350,Nortelandia,-14.4547,-56.8028,78.49,74,100,5.93,BR,overcast clouds
351,Nome,64.5011,-165.4064,33.8,80,1,5.75,US,clear sky
352,Yomou,7.5603,-9.2653,84.38,54,100,3.76,GN,overcast clouds
353,Araouane,18.9048,-3.5265,104.85,8,27,6.38,ML,scattered clouds
354,Alofi,-19.0595,-169.9187,71.6,94,88,7.16,NU,overcast clouds
355,Hofn,64.2539,-15.2082,44.6,81,90,4.61,IS,light rain
356,Breves,-1.6822,-50.4803,82.74,72,99,3.98,BR,overcast clouds
357,Okhotsk,59.3833,143.3,19.9,75,6,3.29,RU,clear sky
358,Iquique,-20.2208,-70.1431,68.0,52,0,5.75,CL,clear sky
359,Portree,57.4129,-6.1942,57.0,52,25,10.0,GB,scattered clouds
360,Charters Towers,-20.1,146.2667,68.0,92,100,7.78,AU,overcast clouds
361,Mogadishu,2.0371,45.3438,87.8,58,20,9.22,SO,few clouds
362,Cermik,38.1361,39.4493,77.0,27,75,8.05,TR,light rain
363,Skjervoy,70.0311,20.9714,39.2,48,75,5.75,NO,broken clouds
364,Fallon,39.4735,-118.7774,48.99,43,90,9.22,US,overcast clouds
365,Dalvik,65.9702,-18.5286,44.6,87,90,1.14,IS,overcast clouds
366,Ucluelet,48.9329,-125.5528,44.01,91,100,3.27,CA,overcast clouds
367,Pleasant Point,-44.2667,171.1333,46.0,94,83,7.09,NZ,broken clouds
368,Axim,4.8699,-2.2405,83.88,72,100,9.15,GH,overcast clouds
369,Russell,32.3502,-85.1999,60.01,82,1,10.83,US,clear sky
370,Muros,42.7762,-9.0603,62.01,84,100,2.73,ES,overcast clouds
371,Verkhoyansk,67.5447,133.385,19.42,93,82,4.16,RU,broken clouds
372,Rudbar,30.15,62.6,95.9,8,76,10.87,AF,broken clouds
373,Aksarka,66.5606,67.7975,34.14,96,100,9.91,RU,overcast clouds
374,Aquiraz,-3.9014,-38.3911,84.2,74,40,9.22,BR,scattered clouds
375,Mayo,38.8876,-76.5119,53.6,82,40,11.5,US,scattered clouds
376,Uray,60.1247,64.7758,52.48,36,100,12.15,RU,overcast clouds
377,Powell River,49.8496,-124.5361,48.2,93,90,4.61,CA,overcast clouds
378,Garmsar,35.2182,52.3409,88.32,15,61,0.78,IR,broken clouds
379,Fredonia,42.4401,-79.3317,48.2,93,90,8.05,US,mist
380,Vestmannaeyjar,63.4427,-20.2734,44.6,93,90,6.91,IS,overcast clouds
381,Marienburg,54.0359,19.0266,46.0,47,74,11.72,PL,broken clouds
382,Dwarka,22.2394,68.9678,84.79,67,0,14.58,IN,clear sky
383,Taoudenni,22.6783,-3.9836,103.59,7,0,6.35,ML,clear sky
384,Biak,-0.9131,122.8766,77.07,81,99,2.75,ID,overcast clouds
385,Marzuq,14.4,46.4667,87.37,27,73,18.1,YE,broken clouds
386,Hohhot,40.8106,111.6522,50.0,87,40,6.71,CN,mist
387,Polovinnoye,54.7914,65.9864,57.65,37,6,8.25,RU,clear sky
388,Trairi,-3.2778,-39.2689,83.66,71,44,8.41,BR,scattered clouds
389,Otane,-39.8833,176.6333,60.01,60,100,5.01,NZ,light rain
390,Jinchang,38.4953,102.1739,53.15,25,28,19.37,CN,scattered clouds
391,San Cristobal,7.7669,-72.225,80.6,78,20,2.3,VE,few clouds
392,North Vernon,39.0062,-85.6236,48.0,93,100,1.01,US,overcast clouds
393,Vertientes,21.2594,-78.1464,82.4,65,20,2.3,CU,few clouds
394,Chibombo,-14.6569,28.0706,82.83,31,16,8.39,ZM,few clouds
395,Lakes Entrance,-37.8811,147.981,51.01,89,87,9.86,AU,overcast clouds
396,Saint-Augustin,51.226,-58.6502,40.82,61,13,14.74,CA,few clouds
397,Lagoa,39.05,-27.9833,59.14,78,21,15.86,PT,few clouds
398,Huilong,31.8111,121.655,64.0,91,83,8.28,CN,light rain
399,Namibe,-15.1961,12.1522,89.6,58,20,13.8,AO,few clouds
400,Vanderhoof,54.0166,-124.0198,27.97,66,0,3.96,CA,clear sky
401,Grindavik,63.8424,-22.4338,44.6,93,90,14.97,IS,overcast clouds
402,Severnyy,50.677,36.5532,50.0,32,0,15.66,RU,clear sky
403,Amudat,1.95,34.95,80.46,48,90,5.23,UG,light rain
404,Nhamunda,-2.1861,-56.7131,78.17,92,100,1.25,BR,moderate rain
405,Caxias,38.7031,-9.2767,70.0,72,20,13.8,PT,few clouds
406,Strezhevoy,60.7333,77.5889,53.6,43,0,6.71,RU,clear sky
407,Boromlya,50.6184,34.9704,49.84,49,99,15.88,UA,light rain
408,Esna,25.2934,32.554,100.4,8,0,4.61,EG,clear sky
409,Kununurra,-15.7667,128.7333,66.2,68,11,5.86,AU,few clouds
410,Mombetsu,44.3525,143.3525,32.0,82,82,7.0,JP,broken clouds
411,Ostrovnoy,68.0531,39.5131,35.92,95,100,15.57,RU,overcast clouds
412,Carauari,-4.8828,-66.8958,77.83,88,100,1.83,BR,overcast clouds
413,Saint-Pierre,-21.3393,55.4781,81.0,69,75,28.77,RE,broken clouds
414,Sokolo,14.7328,-6.1219,103.91,11,91,4.36,ML,overcast clouds
415,Nyuzen,36.9333,137.5,50.0,53,40,8.05,JP,scattered clouds
416,Ranghulu,46.65,124.8667,52.0,28,32,6.02,CN,scattered clouds
417,Omboue,-1.5746,9.2618,84.54,66,91,8.86,GA,overcast clouds
418,Maceio,-9.6658,-35.7353,84.2,65,75,5.75,BR,broken clouds
419,Sekoma,-24.4,23.8833,82.8,14,0,0.65,BW,clear sky
420,Bilma,18.6853,12.9164,106.61,6,4,9.01,NE,clear sky
421,Sobolevo,54.4299,31.8996,41.34,53,100,15.14,RU,light rain
422,Kupang,-10.1667,123.5833,78.37,69,53,11.23,ID,broken clouds
423,Victoriaville,46.0501,-71.9658,52.0,71,100,6.91,CA,overcast clouds
424,Torreon,25.55,-103.4333,61.0,14,1,3.22,MX,clear sky
425,Beba,22.4437,-79.7253,77.0,44,75,3.44,CU,broken clouds
426,Zabol,32.25,67.25,76.75,6,4,16.78,AF,clear sky
427,Darhan,49.4867,105.9228,36.61,98,100,10.98,MN,light rain
428,Quepos,9.4236,-84.1652,73.4,73,40,13.8,CR,scattered clouds
429,Kiama,-34.6833,150.8667,57.99,85,78,4.23,AU,broken clouds
430,Tshikapa,-6.4167,20.8,82.18,70,88,2.71,CD,light rain
431,Terrace Bay,48.7834,-87.1,24.8,68,20,9.22,CA,few clouds
432,Chicama,-7.8447,-79.1469,60.8,100,75,6.91,PE,mist
433,Sur,22.5667,59.5289,90.63,38,0,5.44,OM,clear sky
434,Portland,45.5234,-122.6762,46.99,86,100,2.48,US,overcast clouds
435,Paita,-5.0892,-81.1144,68.0,88,40,16.11,PE,scattered clouds
436,Vila Franca Do Campo,37.7167,-25.4333,60.8,72,75,16.11,PT,broken clouds
437,Cairns,-16.9167,145.7667,75.2,94,75,8.05,AU,light rain
438,Necochea,-38.5473,-58.7368,62.01,82,100,4.0,AR,overcast clouds
439,Kharabali,47.4196,47.2568,58.42,39,100,4.47,RU,overcast clouds
440,Jaguey Grande,22.5269,-81.1286,77.0,94,20,3.44,CU,few clouds
441,Imeni Zhelyabova,58.9544,36.5956,33.33,98,100,10.74,RU,snow
442,Saint-Maximin-La-Sainte-Baume,43.4521,5.8622,68.0,37,96,4.52,FR,overcast clouds
443,Mount Isa,-20.7333,139.5,78.8,34,40,10.36,AU,light rain
444,Kampene,-3.6,26.6667,72.36,93,100,1.54,CD,overcast clouds
445,Acarau,-2.8856,-40.12,83.44,71,92,11.59,BR,overcast clouds
446,Yinchuan,38.4681,106.2731,57.61,32,100,9.98,CN,overcast clouds
447,Behbahan,30.5959,50.2417,93.2,14,0,9.22,IR,clear sky
448,Toamasina,-18.1667,49.3833,82.4,78,40,9.22,MG,light rain
449,Ploemeur,47.7333,-3.4333,66.2,39,0,23.02,FR,clear sky
450,Voskresenskoye,56.8381,45.4317,38.43,87,100,18.39,RU,moderate rain
451,Da Nang,16.0678,108.2208,82.4,83,20,3.44,VN,few clouds
452,Khorramshahr,30.4397,48.1664,109.4,7,0,6.91,IR,clear sky
453,Kimbe,-5.5502,150.1429,77.05,89,99,2.57,PG,light rain
454,Barra Do Corda,-5.5,-45.25,82.29,77,93,3.22,BR,overcast clouds
455,Mersin,36.862,34.6509,84.2,37,0,9.22,TR,clear sky
456,Chiplun,17.5333,73.5167,89.4,52,18,6.64,IN,few clouds
457,George,-33.963,22.4617,73.4,64,0,2.3,ZA,clear sky
458,Baykit,61.67,96.37,36.75,88,99,5.37,RU,overcast clouds
459,Scarborough,54.2797,-0.4044,51.01,73,100,3.0,GB,overcast clouds
460,Itarema,-2.9248,-39.9167,83.66,69,100,11.03,BR,overcast clouds
461,Yamada,39.4667,141.95,41.9,70,9,7.4,JP,clear sky
462,Siniscola,40.5719,9.6922,69.8,52,0,11.5,IT,clear sky
463,Salalah,17.0151,54.0924,86.0,70,20,12.66,OM,few clouds
464,Eyl,7.9803,49.8164,86.31,64,18,11.83,SO,few clouds
465,Puerto Suarez,-18.95,-57.8,73.4,88,75,3.44,BO,light intensity drizzle
466,Port-Cartier,50.0334,-66.8654,45.0,60,1,2.3,CA,clear sky
467,Benghazi,32.1167,20.0667,65.86,69,0,22.79,LY,clear sky
468,Uglovskoye,51.3557,80.1942,52.65,32,100,7.25,RU,overcast clouds
469,Armidale,-30.5167,151.65,41.0,84,2,4.47,AU,clear sky
470,Muncar,-8.4333,114.3333,76.86,87,65,3.09,ID,broken clouds
471,San Patricio,28.017,-97.5169,73.0,82,1,3.44,US,clear sky
472,Rovaniemi,66.5,25.7167,35.6,64,90,16.11,FI,overcast clouds
473,Yarmouth,41.7057,-70.2286,50.0,93,90,5.84,US,moderate rain
474,Ilo,-17.6394,-71.3375,67.26,78,38,8.28,PE,scattered clouds
475,Kholmogory,64.2229,41.656,50.0,71,20,17.9,RU,light rain
476,Magrath,49.4167,-112.8686,32.0,100,100,3.44,CA,overcast clouds
477,Jaciara,-15.9653,-54.9683,80.26,49,100,4.34,BR,heavy intensity rain
478,Anito,12.4497,125.2886,77.23,84,88,8.39,PH,overcast clouds
479,Kenai,60.5544,-151.2583,30.99,93,1,3.22,US,clear sky
480,Harrisonburg,38.4496,-78.8689,53.01,93,90,8.66,US,overcast clouds
481,Enshi,30.3,109.4833,58.69,95,100,1.52,CN,light rain
482,Meulaboh,4.1363,96.1285,80.56,75,99,0.09,ID,light rain
483,Lerwick,60.1545,-1.1494,46.4,71,20,10.36,GB,few clouds
484,Eyrarbakki,63.863,-21.1481,46.4,76,90,8.05,IS,overcast clouds
485,Barrancabermeja,7.0653,-73.8547,78.44,87,51,1.66,CO,broken clouds
486,Ponta Delgada,37.7333,-25.6667,60.8,72,75,16.11,PT,broken clouds
487,Rawah,34.4816,41.9093,98.51,8,100,13.85,IQ,overcast clouds
488,Nizhnevartovsk,60.9344,76.5531,53.6,43,0,6.71,RU,clear sky
489,Labuhan,-6.8844,112.2051,80.1,80,37,9.51,ID,scattered clouds
490,Dakar,14.6937,-17.4441,75.2,73,20,13.8,SN,few clouds
491,Almaznyy,48.0448,40.045,57.2,26,0,4.47,RU,clear sky
492,Lockhart,28.6194,-81.4426,79.0,78,75,13.8,US,broken clouds
493,Deer Lake,49.1667,-57.4316,46.4,61,40,13.8,CA,scattered clouds
494,El Ocote,15.4167,-86.5667,69.8,94,20,1.14,HN,few clouds
495,Xinqing,48.2333,129.5,35.29,43,0,1.72,CN,clear sky
496,Udachnyy,66.4167,112.4,28.4,93,100,17.92,RU,overcast clouds
497,Guozhen,34.3659,107.359,52.79,91,100,0.98,CN,light rain
498,Gander,48.9682,-54.5906,48.2,43,20,19.57,CA,few clouds
499,San Joaquin,37.9333,-121.3011,53.01,81,1,4.61,US,clear sky
500,Luklukan,14.3254,122.7124,77.9,81,60,8.08,PH,light rain
501,Pangody,65.85,74.4859,32.47,99,100,7.23,RU,overcast clouds
502,Nekhayevskiy,50.4106,41.7561,54.0,34,97,8.01,RU,overcast clouds
503,Rossland,49.0831,-117.8022,34.0,96,100,1.52,CA,snow
504,Marsabit,2.3284,37.9899,74.57,55,99,13.44,KE,overcast clouds
505,Beidao,34.5686,105.8933,48.47,92,32,1.95,CN,scattered clouds
506,Richards Bay,-28.783,32.0377,76.06,63,0,7.74,ZA,clear sky
507,Raga,8.4596,25.678,94.64,32,85,2.68,SS,overcast clouds
508,Tanabe,33.7333,135.3667,50.86,63,0,18.43,JP,clear sky
509,Tirumullaivasal,11.2333,79.8333,85.12,69,79,12.57,IN,broken clouds
510,Ixtapa,20.7,-105.2,72.0,88,40,2.86,MX,scattered clouds
511,Iskateley,67.6803,53.1512,43.47,86,100,10.54,RU,overcast clouds
512,Villazon,-22.0866,-65.5942,43.79,50,6,8.39,BO,clear sky
513,Luanda,-8.8368,13.2343,86.0,74,40,8.05,AO,scattered clouds
514,Xiongyue,40.1774,122.1228,56.88,34,100,7.02,CN,overcast clouds
515,Alibag,18.6411,72.8792,91.4,62,20,9.22,IN,smoke
516,Tres Barras,-26.1064,-50.3222,63.23,84,100,3.11,BR,overcast clouds
517,Taguatinga,-12.3857,-46.5711,79.54,71,70,1.97,BR,broken clouds
518,Havoysund,70.9963,24.6622,32.0,86,75,6.91,NO,light snow
519,Alyangula,-13.8483,136.4192,78.8,100,75,5.75,AU,light rain
520,Carutapera,-1.195,-46.02,82.18,82,100,6.29,BR,overcast clouds
521,Marrakesh,31.6315,-8.0083,73.4,35,75,10.36,MA,broken clouds
522,Ulan-Ude,51.8261,107.6098,37.4,93,75,4.47,RU,light rain
523,Roald,62.5833,6.1333,42.8,61,75,4.61,NO,broken clouds
524,Shimoda,34.6667,138.95,62.01,57,8,3.0,JP,clear sky
525,Kant,27.8,79.8,94.57,10,0,6.58,IN,clear sky
526,Eureka,40.8021,-124.1637,46.0,91,100,8.01,US,light rain
527,Soller,39.7662,2.7152,75.2,46,0,12.66,ES,clear sky
528,Sisimiut,66.9395,-53.6735,39.88,61,98,4.18,GL,overcast clouds
529,Urumqi,43.801,87.6005,51.8,15,0,8.95,CN,clear sky
530,Sinnamary,5.3833,-52.95,81.27,80,61,10.89,GF,broken clouds
531,Carballo,43.213,-8.691,60.01,87,100,1.01,ES,overcast clouds
532,Qax,41.4225,46.9242,75.2,50,40,6.91,AZ,scattered clouds
533,Bani,18.2833,-70.3333,81.0,88,40,9.62,DO,scattered clouds
534,Cabedelo,-6.9811,-34.8339,82.4,83,40,4.61,BR,scattered clouds
535,Arsikere,13.3139,76.2561,89.29,30,100,7.67,IN,overcast clouds
536,Flinders,-34.5833,150.8552,57.99,82,64,1.01,AU,broken clouds
537,Los Andes,-32.8337,-70.5983,61.0,71,0,0.56,CL,haze
538,Acapulco,16.8634,-99.8901,75.2,73,90,4.61,MX,overcast clouds
539,Egvekinot,66.3167,-179.1667,23.67,88,94,2.3,RU,overcast clouds
540,Melilla,35.2937,-2.9383,64.4,94,90,9.22,ES,mist
541,Holme,56.1138,10.1725,46.99,42,20,14.97,DK,few clouds
542,Bethanien,-26.502,17.1583,86.63,15,100,16.4,NA,overcast clouds
543,Grand-Santi,4.25,-54.3833,79.14,85,89,3.62,GF,overcast clouds
544,Mirnyy,62.5353,113.9611,33.73,98,100,5.44,RU,light snow
545,Vanimo,-2.6741,141.3028,75.69,87,100,2.91,PG,overcast clouds
546,Seymchan,62.8833,152.4333,3.31,91,100,1.88,RU,overcast clouds
547,Sao Filipe,14.8961,-24.4956,72.68,72,79,9.6,CV,broken clouds
548,Urengoy,65.9667,78.3667,26.74,90,95,7.63,RU,overcast clouds
549,Contai,21.7786,87.7536,85.05,69,100,13.82,IN,overcast clouds
550,Luau,-10.7073,22.2247,78.19,60,37,7.27,AO,light rain
551,Bandarbeyla,9.4942,50.8122,85.33,71,28,13.31,SO,scattered clouds
552,Mehamn,71.0357,27.8492,32.38,64,60,10.47,NO,broken clouds
553,Sete,43.4018,3.6966,62.6,63,0,6.91,FR,light rain
554,Agadez,19.75,10.25,104.49,6,0,9.24,NE,clear sky
555,Ciudad Bolivar,8.1222,-63.5497,81.64,64,93,11.83,VE,overcast clouds
556,Vaitape,-16.5167,-151.75,80.4,67,5,4.76,PF,clear sky
557,Mackay,-21.15,149.2,75.2,69,90,14.97,AU,overcast clouds
558,Lujan,-34.5703,-59.105,61.0,81,0,1.99,AR,clear sky
559,Mutare,-18.9707,32.6709,80.83,32,60,3.27,ZW,broken clouds
560,Mucurapo,10.6667,-61.5333,84.0,74,40,6.91,TT,scattered clouds
561,Magdagachi,53.45,125.8,42.42,50,100,4.47,RU,overcast clouds
562,Villanueva De La Serena,38.9766,-5.7974,69.01,56,100,15.01,ES,overcast clouds
563,Ranong,9.9658,98.6348,77.0,100,20,2.3,TH,few clouds
564,Andapa,-14.65,49.65,70.59,97,100,0.49,MG,overcast clouds
565,Monrovia,6.3005,-10.7969,84.2,74,40,4.61,LR,scattered clouds
566,Fayaoue,-20.65,166.5333,74.62,87,100,10.76,NC,overcast clouds
567,Havre-Saint-Pierre,50.2334,-63.5986,44.6,57,1,9.22,CA,clear sky
568,Olafsvik,64.8945,-23.7142,42.53,92,99,5.19,IS,overcast clouds
569,Larsnes,62.2028,5.5773,42.8,56,75,3.44,NO,broken clouds
570,Marsh Harbour,26.5412,-77.0636,78.42,77,4,15.19,BS,clear sky
571,Praia Da Vitoria,38.7333,-27.0667,63.0,77,40,19.69,PT,scattered clouds
572,Dong Hoi,17.4833,106.6,79.56,92,90,7.11,VN,overcast clouds
573,Chardara,41.2547,67.9692,79.0,27,0,11.77,KZ,clear sky
574,Ballina,-28.8667,153.5667,59.0,94,18,4.85,AU,few clouds
575,Komsomolskiy,40.4272,71.7189,80.6,17,41,4.61,UZ,scattered clouds
576,Chute-Aux-Outardes,49.1168,-68.399,41.0,65,1,4.61,CA,clear sky
577,Nkhata Bay,-11.6066,34.2907,77.77,72,73,6.96,MW,broken clouds
578,Mendoza,-32.8908,-68.8272,60.8,63,0,2.04,AR,clear sky
579,Camara De Lobos,32.6333,-16.9667,68.0,64,40,6.91,PT,scattered clouds
580,Jasper,37.2001,-94.3502,52.0,82,1,6.91,US,clear sky
581,Rundu,-17.9333,19.7667,86.4,16,0,5.12,NA,clear sky
582,Yenagoa,4.9247,6.2642,95.02,43,30,8.23,NG,scattered clouds
583,Muromtsevo,56.3724,75.2418,49.3,42,100,7.52,RU,overcast clouds
584,Chernyshevskiy,63.0128,112.4714,31.6,98,100,4.88,RU,overcast clouds
585,Padang,-0.9492,100.3543,79.9,82,100,1.95,ID,overcast clouds
586,Mwinilunga,-11.7358,24.4293,75.56,57,24,6.2,ZM,light rain
587,Bonavista,48.6499,-53.1147,48.2,46,0,10.36,CA,clear sky
588,Shalya,57.2471,58.7298,45.12,77,100,10.16,RU,overcast clouds
589,Mesaria,36.3985,25.4459,62.6,67,40,31.07,GR,scattered clouds
590,Annau,37.8876,58.516,89.6,19,75,16.11,TM,broken clouds
591,Mersing,2.4312,103.8405,80.6,83,22,4.61,MY,few clouds
592,Praia,14.9215,-23.5087,78.8,53,40,23.02,CV,scattered clouds
593,Barmer,25.75,71.3833,98.55,6,0,4.9,IN,clear sky
594,Pyu,18.4833,96.4333,91.92,42,24,11.5,MM,few clouds
595,San Policarpo,12.1791,125.5072,78.75,81,79,10.67,PH,broken clouds
596,Sainte-Rose,16.3324,-61.6979,84.2,54,75,11.5,GP,broken clouds
597,Samdari,25.8167,72.5833,99.64,8,0,1.01,IN,clear sky
598,Penzance,50.1186,-5.5371,54.0,66,20,40.29,GB,few clouds
599,Kudahuvadhoo,2.6708,72.8944,83.68,67,33,8.61,MV,scattered clouds
600,Mutis,6.2262,-77.4044,80.11,81,67,1.83,CO,broken clouds
601,Adrar,20.5022,-10.0711,95.79,9,4,1.99,MR,clear sky
602,Acajutla,13.5928,-89.8275,72.0,92,100,3.06,SV,overcast clouds
603,Khor,47.8861,134.9464,34.68,39,0,6.08,RU,clear sky
604,Bairiki,1.3292,172.9752,80.6,83,75,7.78,KI,broken clouds
605,Youghal,51.95,-7.8506,55.99,51,0,13.0,IE,clear sky
606,Tam Ky,15.5667,108.4833,82.4,83,20,3.44,VN,few clouds
607,Brigantine,39.4101,-74.3646,52.0,93,90,16.11,US,mist
608,Tazovskiy,67.4667,78.7,16.86,93,40,5.97,RU,scattered clouds
609,Bundaberg,-24.85,152.35,64.99,82,0,6.91,AU,clear sky
610,Akureyri,65.6835,-18.0878,44.6,87,90,1.14,IS,light rain
611,Fuxin,42.0156,121.6589,57.96,18,100,3.2,CN,overcast clouds
612,Hashtrud,37.4779,47.0508,76.01,9,5,11.77,IR,clear sky
613,Mareeba,-17.0,145.4333,75.2,94,75,8.05,AU,light rain
614,Bolobo,-2.1667,16.2333,88.48,52,100,2.8,CD,overcast clouds
615,Beyneu,45.3167,55.2,80.58,15,93,14.94,KZ,overcast clouds
616,Rey Bouba,8.6724,14.1786,103.59,18,97,4.52,CM,overcast clouds
617,Igrim,63.1906,64.4162,50.47,49,100,11.16,RU,overcast clouds
618,Morondava,-20.2833,44.2833,83.73,61,9,7.87,MG,clear sky
619,Nanga Eboko,4.6833,12.3667,91.56,41,54,1.28,CM,broken clouds
620,Suchil,23.6333,-103.9167,55.11,25,5,5.37,MX,clear sky
621,Vanavara,60.34,102.2797,32.83,98,100,7.7,RU,snow
622,Falmouth,50.1544,-5.0711,59.0,71,20,40.29,GB,few clouds
623,Tandalti,13.0167,31.8667,104.14,15,100,2.73,SD,overcast clouds
624,Ambulu,-8.345,113.6058,76.68,87,26,4.85,ID,scattered clouds
625,Basco,20.4487,121.9702,76.24,73,100,14.67,PH,overcast clouds
626,Jalu,29.0331,21.5482,79.68,34,0,20.74,LY,clear sky
627,Sarai,53.7458,41.0213,45.59,55,70,19.55,RU,moderate rain
628,Aurillac,44.9167,2.45,64.4,36,0,10.36,FR,clear sky
629,Vardo,70.3705,31.1107,34.34,69,99,23.13,NO,overcast clouds
630,Birao,10.2849,22.7882,96.78,28,100,9.22,CF,overcast clouds
631,Atambua,-9.1061,124.8925,71.24,75,73,6.02,ID,broken clouds
632,Molokovo,58.1661,36.7628,33.49,98,100,17.34,RU,snow
633,Great Falls,47.5002,-111.3008,35.6,93,90,3.44,US,overcast clouds
634,Belmonte,-15.8631,-38.8828,82.4,69,40,5.75,BR,scattered clouds
635,Petrokamenskoye,57.716,60.6484,53.83,49,100,11.05,RU,overcast clouds
636,Conceicao Do Araguaia,-8.2578,-49.2647,73.4,94,0,9.22,BR,clear sky
637,Ust-Koksa,50.2696,85.6108,34.92,64,69,1.52,RU,broken clouds
638,Limbang,4.75,115.0,84.2,79,75,1.14,MY,broken clouds
639,Colesberg,-30.72,25.0972,76.96,16,12,3.69,ZA,few clouds
640,Buraydah,26.326,43.975,100.4,13,75,10.36,SA,broken clouds
641,Mayor Pablo Lagerenza,-19.9309,-60.7718,67.55,82,100,9.73,PY,light rain
642,Manokwari,-0.8667,134.0833,78.73,79,100,2.51,ID,overcast clouds
643,Yar-Sale,66.8333,70.8333,32.5,97,100,9.75,RU,overcast clouds
644,Maroantsetra,-15.4333,49.7333,77.76,85,96,4.41,MG,light rain
645,Obo,5.3998,26.4869,72.75,82,100,7.07,CF,overcast clouds
646,Toora-Khem,52.4675,96.11,31.28,66,100,7.11,RU,overcast clouds
647,Puerto Carreno,6.189,-67.4859,86.56,51,100,9.98,CO,overcast clouds
648,Henties Bay,-22.116,14.2845,64.99,82,1,5.99,NA,clear sky
649,Kasongo-Lunda,-6.4667,16.8167,88.88,49,28,2.8,CD,scattered clouds
650,Tautira,-17.7333,-149.15,75.2,83,75,5.75,PF,moderate rain
651,Darab,28.7519,54.5444,88.54,10,15,14.03,IR,few clouds
652,Raudeberg,61.9875,5.1352,44.6,49,20,13.8,NO,few clouds
653,Leh,34.1667,77.5833,41.14,23,0,5.75,IN,clear sky
654,Tual,-5.6667,132.75,84.54,64,100,10.4,ID,overcast clouds
655,Petropavlovka,50.6114,105.3196,36.32,90,100,3.4,RU,overcast clouds
656,Keita,14.7551,5.7749,104.0,15,0,4.61,NE,clear sky
657,Krivosheino,57.3431,83.9261,37.81,98,100,1.3,RU,overcast clouds
658,Grand Gaube,-20.0064,57.6608,78.01,80,100,8.99,MU,overcast clouds
659,Kot Kapura,30.5833,74.9,92.23,9,0,6.91,IN,clear sky
660,Estelle,29.8458,-90.1067,63.0,77,20,10.36,US,few clouds
661,Edgewater,28.9889,-80.9023,75.2,88,40,9.22,US,light rain
662,Nova Olimpia,-14.7972,-57.2881,77.85,77,97,6.87,BR,light rain
663,Golspie,57.9727,-3.978,57.99,63,1,5.01,GB,clear sky
664,Kalmunai,7.4167,81.8167,81.91,67,15,7.54,LK,few clouds
665,Port Hedland,-20.3167,118.5667,71.6,78,0,4.61,AU,clear sky
666,Glenwood Springs,39.5505,-107.3248,46.4,59,25,18.41,US,scattered clouds
667,Svetlyy,54.675,20.1347,42.8,61,40,13.42,RU,scattered clouds
668,Fort Nelson,58.8053,-122.7002,26.6,68,40,5.75,CA,scattered clouds
669,Santa Vitoria Do Palmar,-33.5189,-53.3681,62.65,64,0,12.19,BR,clear sky
